appid,linux,mac,windows
628920,1,1,1
628950,0,0,1
628960,0,0,1
629000,0,1,1
629030,1,1,1
629040,0,1,1
629080,0,0,1
629100,0,0,1
629110,0,0,1
629210,1,1,1
629220,1,0,1
629240,0,0,1
629360,0,0,1
629380,0,0,1
629400,0,0,1
629410,0,0,1
629420,0,1,1
629430,1,1,1
629440,0,0,1
629540,1,0,1
629640,0,0,1
629650,0,0,1
629690,1,1,1
629720,0,1,1
629730,0,0,1
629770,1,1,1
629780,0,0,1
629810,0,0,1
629840,0,0,1
629860,0,0,1
629910,0,1,1
629960,0,0,1
629970,0,0,1
630020,0,0,1
630030,0,0,1
630050,1,0,1
630060,0,0,1
630070,0,0,1
630080,0,0,1
630100,0,0,1
630140,0,1,1
630160,1,1,1
630170,0,0,1
630260,0,0,1
630310,0,0,1
630360,0,0,1
630390,0,0,1
630400,0,1,1
630460,0,1,1
630470,0,0,1
630610,0,0,1
630640,0,0,1
630670,0,0,1
630690,1,1,1
630720,1,1,1
630830,0,1,1
630870,0,0,1
631010,0,0,1
631120,0,0,1
631220,0,0,1
631240,0,0,1
631250,0,0,1
631260,0,0,1
631270,0,0,1
631490,1,1,1
631510,0,0,1
631530,0,0,1
631540,0,1,1
631570,0,1,1
631660,0,0,1
631770,0,1,1
631830,0,0,1
631900,0,0,1
631910,0,0,1
631920,0,0,1
631950,0,0,1
631980,0,0,1
631990,1,1,1
632000,1,1,1
632020,0,1,1
632040,0,0,1
632050,0,0,1
632070,0,0,1
632080,0,0,1
632100,0,0,1
632110,0,0,1
632170,1,1,1
632200,0,1,1
632240,0,0,1
632250,1,1,1
632290,0,1,1
632300,0,0,1
632350,0,0,1
632360,0,0,1
632380,1,1,1
632510,0,0,1
632640,0,0,1
632710,0,0,1
632800,0,1,1
632820,0,0,1
632830,0,0,1
632840,0,0,1
632880,1,1,1
632900,1,1,1
633060,1,1,1
633110,0,0,1
633130,1,1,1
633230,0,0,1
633300,0,0,1
633320,0,0,1
633350,0,0,1
633360,0,0,1
633370,0,0,1
633430,0,0,1
633440,0,0,1
633460,1,1,1
633580,1,1,1
633600,1,1,1
633660,0,0,1
633880,0,0,1
633930,1,1,1
633940,0,0,1
633950,0,1,1
633970,0,0,1
634060,0,0,1
634070,1,0,1
634090,0,0,1
634120,0,0,1
634150,0,0,1
634160,1,1,1
634180,1,1,1
634200,0,1,1
634230,0,0,1
634340,0,0,1
634700,0,0,1
635000,0,0,1
635010,0,0,1
635040,0,0,1
635050,0,0,1
635060,0,0,1
635190,0,0,1
635200,0,1,1
635220,0,0,1
635250,0,0,1
635260,0,0,1
635270,0,0,1
635310,0,1,1
635320,0,0,1
635390,0,0,1
635410,0,0,1
635430,0,1,1
635520,0,0,1
635550,0,0,1
635590,1,1,1
635670,0,0,1
635730,0,1,1
635790,0,1,1
635830,1,1,1
635850,0,1,1
635880,0,0,1
635900,0,0,1
635930,0,0,1
635940,0,0,1
635980,0,0,1
636010,0,0,1
636020,0,0,1
636030,0,0,1
636040,0,1,1
636050,0,0,1
636070,1,1,1
636100,1,1,1
636150,0,0,1
636170,0,0,1
636220,0,0,1
636230,0,0,1
636310,0,0,1
636320,1,1,1
636330,0,1,1
636370,0,0,1
636390,0,1,1
636400,0,0,1
636430,0,0,1
636450,0,0,1
636460,0,1,1
636470,0,0,1
636480,1,1,1
636490,0,0,1
636520,0,0,1
636560,0,0,1
636570,0,0,1
636580,0,0,1
636590,0,0,1
636620,0,0,1
636690,0,0,1
636700,0,0,1
636720,0,0,1
636740,0,0,1
636910,1,1,1
636930,0,0,1
636950,0,0,1
636960,0,0,1
636970,0,0,1
637040,0,0,1
637060,1,1,1
637070,0,0,1
637090,1,1,1
637100,0,0,1
637120,1,1,1
637330,0,0,1
637410,1,1,1
637640,0,0,1
637650,0,0,1
637670,0,0,1
637850,0,0,1
637860,0,0,1
637870,0,0,1
637920,0,0,1
637930,0,0,1
637940,0,0,1
637960,0,0,1
638000,0,1,1
638020,0,0,1
638060,1,1,1
638070,0,0,1
638110,0,0,1
638160,0,0,1
638200,0,0,1
638240,0,0,1
638260,0,0,1
638470,0,1,1
638650,0,0,1
638680,0,0,1
638690,0,0,1
638720,0,0,1
638780,0,0,1
638830,0,0,1
638900,0,0,1
638920,0,0,1
638930,0,0,1
638970,0,0,1
639130,0,0,1
639170,0,1,1
639190,0,0,1
639220,0,0,1
639230,0,1,1
639240,0,0,1
639270,0,0,1
639280,0,0,1
639300,0,0,1
639320,0,1,1
639450,0,0,1
639460,0,0,1
639470,0,1,1
639490,1,1,1
639560,0,0,1
639720,0,1,1
639730,0,0,1
639770,0,0,1
639780,0,0,1
639790,0,0,1
639840,1,1,1
639920,0,0,1
639960,0,0,1
640050,0,0,1
640090,1,1,1
640120,0,0,1
640150,1,1,1
640210,1,0,1
640250,0,0,1
640290,0,1,1
640300,0,0,1
640310,1,1,1
640340,0,0,1
640380,1,0,1
640430,1,1,1
640590,0,0,1
640600,0,0,1
640690,0,0,1
640760,0,0,1
640800,0,0,1
640820,1,1,1
640850,0,0,1
640880,1,1,1
640890,0,0,1
640970,1,0,1
640990,0,0,1
641050,0,0,1
641080,0,0,1
641590,0,0,1
641780,0,1,1
641860,1,1,1
641870,0,0,1
641910,0,0,1
641950,0,0,1
641960,0,0,1
641980,1,1,1
641990,1,1,1
642000,0,0,1
642070,0,0,1
642090,1,1,1
642170,0,0,1
642190,0,0,1
642390,0,1,1
642520,0,0,1
642560,1,1,1
642570,0,0,1
642580,0,0,1
642600,0,0,1
642610,0,0,1
642650,0,0,1
642660,0,0,1
642680,0,0,1
642700,0,0,1
642730,0,0,1
642770,0,0,1
642830,0,0,1
642840,0,0,1
643200,0,1,1
643260,0,0,1
643270,0,1,1
643590,0,0,1
643600,0,0,1
643610,0,0,1
643620,0,0,1
643700,0,1,1
643810,1,1,1
643820,0,0,1
643830,0,0,1
643870,1,1,1
643880,0,0,1
643900,0,0,1
643950,0,0,1
643960,1,1,1
643970,1,1,1
643980,0,1,1
644010,0,0,1
644080,0,1,1
644090,0,0,1
644100,0,0,1
644110,0,0,1
644120,0,0,1
644160,0,0,1
644200,0,0,1
644290,0,0,1
644330,0,0,1
644370,1,1,1
644380,1,1,1
644390,0,1,1
644400,0,0,1
644420,0,0,1
644480,1,1,1
644530,0,0,1
644540,0,0,1
644550,0,0,1
644560,0,1,1
644570,0,0,1
644580,1,1,1
644610,0,0,1
644640,0,0,1
644660,0,0,1
644670,0,0,1
644680,0,0,1
644710,0,0,1
644740,0,0,1
644760,0,0,1
644890,0,0,1
644930,0,0,1
645090,0,0,1
645150,0,0,1
645240,0,0,1
645260,0,0,1
645280,0,0,1
645290,0,0,1
645330,0,0,1
645340,0,0,1
645360,0,0,1
645380,0,0,1
645410,0,0,1
645420,0,0,1
645440,0,0,1
645450,0,1,1
645460,0,0,1
645470,0,0,1
645480,0,0,1
645500,0,0,1
645630,0,1,1
645650,0,0,1
645690,0,1,1
645710,0,0,1
645730,0,0,1
645750,0,1,1
645780,0,0,1
645790,0,0,1
645820,0,0,1
645830,0,0,1
645860,0,0,1
645920,0,0,1
645930,0,0,1
645940,0,0,1
646010,0,0,1
646050,0,0,1
646100,0,0,1
646150,0,0,1
646180,0,0,1
646200,0,0,1
646210,1,1,1
646270,0,1,1
646280,0,0,1
646300,0,0,1
646310,0,0,1
646330,0,1,1
646350,0,0,1
646360,0,0,1
646370,0,0,1
646380,0,0,1
646430,0,0,1
646440,0,0,1
646460,1,1,1
646470,1,1,1
646500,1,1,1
646530,0,0,1
646570,1,1,1
646600,0,1,1
646680,0,0,1
646820,0,0,1
646890,0,0,1
646910,0,0,1
646960,0,1,1
647000,0,0,1
647050,0,0,1
647080,0,0,1
647090,0,0,1
647280,0,1,1
647410,0,0,1
647430,0,0,1
647500,0,0,1
647570,0,0,1
647590,0,0,1
647740,0,0,1
647820,0,0,1
647830,0,1,1
647840,0,0,1
647890,0,0,1
647900,0,0,1
647910,0,0,1
647930,0,0,1
647950,0,0,1
647960,1,1,1
647980,0,0,1
647990,0,0,1
648020,1,1,1
648050,0,0,1
648060,0,0,1
648070,0,0,1
648100,0,0,1
648120,0,0,1
648190,0,0,1
648260,0,0,1
648340,0,1,1
648350,0,0,1
648380,0,0,1
648390,0,0,1
648430,0,0,1
648440,0,0,1
648510,1,1,1
648530,1,1,1
648550,0,0,1
648570,0,0,1
648580,0,0,1
648600,0,0,1
648630,0,0,1
648640,0,0,1
648750,0,1,1
648780,0,0,1
648800,0,0,1
648810,0,0,1
648880,0,1,1
648890,0,0,1
649000,1,1,1
649040,0,0,1
649120,0,0,1
649150,0,0,1
649170,0,1,1
649190,0,0,1
649300,0,0,1
649360,0,0,1
649450,1,1,1
649460,0,0,1
649510,0,0,1
649570,0,0,1
649580,0,0,1
649600,0,1,1
649620,0,0,1
649630,0,0,1
649640,0,0,1
649660,0,0,1
649670,0,0,1
649730,0,0,1
649740,1,1,1
649790,1,1,1
649810,0,0,1
649820,1,1,1
649870,0,0,1
649880,0,0,1
649890,0,1,1
649900,0,0,1
649990,0,0,1
650000,0,0,1
650010,0,0,1
650070,0,0,1
650110,0,0,1
650220,1,1,1
650310,0,0,1
650340,0,0,1
650350,0,1,1
650440,1,0,1
650490,1,1,1
650510,0,0,1
650570,1,1,1
650600,0,1,1
650670,0,0,1
650680,1,1,1
650700,0,0,1
650720,0,0,1
650730,0,0,1
650750,1,1,1
650760,0,0,1
650770,0,1,1
650810,0,0,1
650820,0,0,1
650860,0,0,1
650880,0,0,1
650940,1,1,1
650980,0,0,1
650990,0,0,1
651010,1,1,1
651050,0,0,1
651060,0,0,1
651080,0,0,1
651090,0,0,1
651120,0,0,1
651170,0,0,1
651320,0,0,1
651340,0,0,1
651360,0,0,1
651380,1,0,1
651470,0,0,1
651500,0,0,1
651520,1,1,1
651550,0,0,1
651560,1,1,1
651610,0,0,1
651640,0,0,1
651650,0,0,1
651660,1,1,1
651680,0,0,1
651690,0,0,1
651820,0,0,1
651970,0,0,1
651990,0,1,1
652000,1,1,1
652030,0,0,1
652040,0,0,1
652050,0,0,1
652060,0,0,1
652070,1,0,1
652090,1,1,1
652120,0,0,1
652130,0,1,1
652140,0,0,1
652150,1,1,1
652160,0,0,1
652180,0,0,1
652190,1,1,1
652200,0,0,1
652230,0,1,1
652270,0,0,1
652280,0,0,1
652330,0,0,1
652340,1,1,1
652360,1,1,1
652390,0,1,1
652410,0,0,1
652460,1,0,1
652470,0,0,1
652480,0,1,1
652510,0,1,1
652520,0,1,1
652530,0,0,1
652540,0,0,1
652550,0,0,1
652560,0,0,1
652570,0,0,1
652600,0,0,1
652610,1,0,1
652660,0,0,1
652700,1,1,1
652750,0,1,1
652760,0,1,1
652800,0,0,1
652810,0,0,1
652830,0,0,1
652880,0,1,1
652890,0,1,1
652910,0,0,1
652950,0,0,1
652980,0,0,1
652990,0,0,1
653050,0,0,1
653080,0,1,1
653100,0,0,1
653190,1,1,1
653210,0,0,1
653220,1,1,1
653530,0,1,1
653760,1,0,1
653770,0,0,1
653780,0,0,1
653870,1,1,1
653920,0,0,1
653930,0,0,1
653940,1,1,1
653950,0,0,1
653960,0,1,1
653970,0,0,1
654000,0,0,1
654010,0,0,1
654020,0,0,1
654050,1,1,1
654070,0,0,1
654080,1,1,1
654090,0,0,1
654100,0,0,1
654110,0,0,1
654220,1,1,1
654240,0,0,1
654250,0,1,1
654260,0,1,1
654300,0,0,1
654350,0,0,1
654390,0,1,1
654430,0,0,1
654440,0,1,1
654470,0,0,1
654520,0,0,1
654550,0,0,1
654570,0,0,1
654580,1,1,1
654600,0,0,1
654610,1,1,1
654620,0,0,1
654630,0,0,1
654640,0,0,1
654650,0,0,1
654660,0,0,1
654670,0,0,1
654680,0,0,1
654690,0,0,1
654700,0,0,1
654710,0,0,1
654740,0,0,1
654750,0,0,1
654770,0,0,1
654800,0,0,1
654810,1,1,1
654820,0,0,1
654840,0,0,1
654850,0,1,1
654880,1,1,1
654900,0,0,1
654910,1,1,1
654920,1,1,1
654940,1,1,1
654950,0,0,1
654980,0,0,1
654990,0,0,1
655000,0,1,1
655010,0,0,1
655020,0,0,1
655030,0,0,1
655040,0,0,1
655080,0,1,1
655100,0,0,1
655120,1,0,1
655140,0,0,1
655150,0,0,1
655160,1,1,1
655170,0,1,1
655180,0,0,1
655200,0,0,1
655220,0,0,1
655250,0,0,1
655270,1,1,1
655280,1,1,1
655290,0,0,1
655300,0,0,1
655310,0,0,1
655360,1,0,1
655370,0,1,1
655380,0,1,1
655420,0,0,1
655430,0,0,1
655440,0,0,1
655460,0,0,1
655470,0,0,1
655480,1,1,1
655490,0,0,1
655550,0,0,1
655580,0,0,1
655600,0,0,1
655610,0,0,1
655620,0,0,1
655630,0,0,1
655640,1,0,1
655660,0,1,1
655700,0,1,1
655710,0,0,1
655730,0,1,1
655760,0,0,1
655770,1,1,1
655780,1,1,1
655790,0,0,1
655910,1,1,1
655930,0,0,1
655940,0,0,1
655950,1,1,1
655980,0,0,1
656020,0,0,1
656030,0,1,1
656040,0,1,1
656060,0,0,1
656090,0,1,1
656120,0,0,1
656130,1,1,1
656140,0,0,1
656180,0,0,1
656190,0,0,1
656200,0,0,1
656210,0,0,1
656220,0,0,1
656240,0,0,1
656260,0,0,1
656290,0,0,1
656300,0,0,1
656310,0,0,1
656320,0,0,1
656330,0,0,1
656360,0,1,1
656370,0,0,1
656380,0,0,1
656400,1,1,1
656440,0,0,1
656450,0,0,1
656460,0,0,1
656480,0,0,1
656490,0,0,1
656510,1,1,1
656530,1,1,1
656550,0,1,1
656560,0,1,1
656570,0,0,1
656580,0,0,1
656600,1,1,1
656610,1,1,1
656620,0,0,1
656630,0,0,1
656660,0,0,1
656680,1,1,1
656690,0,0,1
656700,0,0,1
656710,0,0,1
656730,1,1,1
656740,0,0,1
656780,0,1,1
656790,0,0,1
656880,1,1,1
656890,0,0,1
656900,0,0,1
656910,0,0,1
656940,0,0,1
656970,0,1,1
657010,0,0,1
657020,0,0,1
657040,1,1,1
657050,1,1,1
657070,0,0,1
657090,1,1,1
657110,0,0,1
657120,0,1,1
657180,0,0,1
657200,0,0,1
657230,0,1,1
657240,0,0,1
657260,0,1,1
657280,0,1,1
657290,1,1,1
657300,0,0,1
657320,0,0,1
657400,0,0,1
657410,0,0,1
657440,0,1,1
657470,0,1,1
657500,0,1,1
657530,0,0,1
657550,0,0,1
657560,0,0,1
657590,0,0,1
657630,1,1,1
657690,1,1,1
657700,0,0,1
657740,0,0,1
657770,0,0,1
657780,0,0,1
657790,0,1,1
657810,0,0,1
657900,0,0,1
657930,0,0,1
657990,0,1,1
658050,0,0,1
658060,1,1,1
658120,0,0,1
658140,0,0,1
658150,0,0,1
658160,1,0,1
658210,0,0,1
658230,0,0,1
658250,0,1,1
658260,0,0,1
658330,1,1,1
658390,0,0,1
658400,0,0,1
658420,1,1,1
658430,0,0,1
658450,0,0,1
658470,0,0,1
658490,0,0,1
658500,0,1,1
658510,0,0,1
658530,0,0,1
658550,0,0,1
658560,0,0,1
658570,0,0,1
658590,0,1,1
658600,0,0,1
658610,0,0,1
658620,0,0,1
658630,0,0,1
658660,0,0,1
658690,0,1,1
658700,0,0,1
658750,0,0,1
658760,1,0,1
658770,0,0,1
658780,0,1,1
658790,1,0,1
658800,0,0,1
658810,1,1,1
658850,1,1,1
658870,0,0,1
658880,0,0,1
658970,0,1,1
658980,0,0,1
658990,0,1,1
659000,0,0,1
659040,1,0,1
659090,0,0,1
659100,0,0,1
659110,0,0,1
659130,0,0,1
659160,0,1,1
659170,0,1,1
659180,0,1,1
659190,0,0,1
659220,0,0,1
659250,0,0,1
659260,0,0,1
659320,0,1,1
659460,0,0,1
659480,0,1,1
659490,0,0,1
659510,0,0,1
659540,0,0,1
659560,0,0,1
659570,1,1,1
659630,0,0,1
659720,0,0,1
659790,0,0,1
659810,0,0,1
659820,0,0,1
659830,0,0,1
659860,0,0,1
659870,1,1,1
659890,0,0,1
659900,0,0,1
659920,0,0,1
659940,0,0,1
659950,0,0,1
660030,0,0,1
660040,0,0,1
660070,0,0,1
660110,0,1,1
660120,0,0,1
660160,0,0,1
660170,0,0,1
660180,0,0,1
660270,0,0,1
660280,0,0,1
660290,0,0,1
660320,0,0,1
660340,0,0,1
660390,0,0,1
660400,0,0,1
660450,0,1,1
660520,0,0,1
660560,0,0,1
660570,0,0,1
660730,0,0,1
660760,1,1,1
660820,0,0,1
660830,1,0,1
660880,0,0,1
660900,0,0,1
660920,0,0,1
660940,0,0,1
660980,0,0,1
660990,0,0,1
661000,1,1,1
661030,0,0,1
661040,0,1,1
661050,0,0,1
661070,0,0,1
661100,0,0,1
661110,0,0,1
661120,0,0,1
661180,0,0,1
661220,0,0,1
661230,1,0,1
661240,0,0,1
661260,0,0,1
661270,1,1,1
661280,1,1,1
661300,0,1,1
661330,1,1,1
661340,0,0,1
661360,1,1,1
661380,0,0,1
661390,0,0,1
661410,0,0,1
661420,0,0,1
661430,0,1,1
661440,0,0,1
661460,0,0,1
661480,1,1,1
661490,0,0,1
661520,0,0,1
661530,0,0,1
661550,0,0,1
661560,0,0,1
661570,0,0,1
661590,0,0,1
661600,0,0,1
661620,0,0,1
661650,0,0,1
661670,0,0,1
661690,0,0,1
661700,0,0,1
661730,0,0,1
661740,1,1,1
661790,0,0,1
661800,0,0,1
661820,0,1,1
661830,0,1,1
661900,0,0,1
661920,0,0,1
661940,1,1,1
661950,0,0,1
661960,0,1,1
661970,0,0,1
661990,0,0,1
662190,1,1,1
662200,1,1,1
662210,0,0,1
662230,0,0,1
662260,0,1,1
662380,0,0,1
662390,0,0,1
662400,0,1,1
662410,0,1,1
662470,0,0,1
662500,0,0,1
662540,1,1,1
662560,0,0,1
662590,0,0,1
662610,1,0,1
662620,0,0,1
662640,0,0,1
662660,0,0,1
662680,0,0,1
662690,0,0,1
662700,0,0,1
662730,0,1,1
662780,0,0,1
662830,0,1,1
662840,0,0,1
662870,0,0,1
662910,0,1,1
662920,0,0,1
662930,0,0,1
662940,0,0,1
662950,0,0,1
662980,0,0,1
662990,0,0,1
663020,0,0,1
663060,0,0,1
663080,0,0,1
663090,0,0,1
663100,0,0,1
663110,0,0,1
663120,0,0,1
663130,0,0,1
663160,1,1,1
663170,0,0,1
663190,0,0,1
663200,0,0,1
663210,0,1,1
663220,0,0,1
663240,0,0,1
663250,0,0,1
663290,0,0,1
663300,0,0,1
663340,0,0,1
663370,0,1,1
663380,0,1,1
663390,1,1,1
663430,0,0,1
663480,0,0,1
663530,0,0,1
663540,0,0,1
663590,0,0,1
663600,1,1,1
663690,0,1,1
663730,0,0,1
663830,0,0,1
663920,0,0,1
664000,0,0,1
664030,0,0,1
664040,0,0,1
664050,1,0,1
664060,0,1,1
664080,0,0,1
664090,0,0,1
664110,0,0,1
664120,0,0,1
664140,0,0,1
664160,1,1,1
664180,0,1,1
664190,1,1,1
664210,0,0,1
664250,0,0,1
664290,1,1,1
664320,1,1,1
664340,0,0,1
664350,0,0,1
664420,0,0,1
664430,0,0,1
664440,0,0,1
664450,0,0,1
664510,0,1,1
664530,0,0,1
664560,0,0,1
664570,0,0,1
664590,0,0,1
664600,0,0,1
664610,0,0,1
664620,1,1,1
664630,0,0,1
664650,0,0,1
664660,1,1,1
664720,0,0,1
664750,0,0,1
664780,1,1,1
664820,0,0,1
664830,0,1,1
664850,1,1,1
664870,0,0,1
664890,0,0,1
665030,0,0,1
665040,1,1,1
665060,0,0,1
665080,0,0,1
665090,0,1,1
665120,0,0,1
665140,1,1,1
665160,0,0,1
665180,0,0,1
665210,0,0,1
665230,0,0,1
665240,0,0,1
665270,0,0,1
665300,0,1,1
665310,0,1,1
665330,0,1,1
665340,0,0,1
665350,0,0,1
665360,1,1,1
665370,0,0,1
665440,0,1,1
665490,1,1,1
665510,0,0,1
665590,1,1,1
665620,0,0,1
665630,1,1,1
665640,0,0,1
665650,0,1,1
665670,0,0,1
665730,0,0,1
665740,0,0,1
665780,0,1,1
665790,0,1,1
665880,0,0,1
665900,0,0,1
665920,0,0,1
665930,0,0,1
665950,0,0,1
665960,0,0,1
666010,0,1,1
666020,0,0,1
666040,0,0,1
666050,0,0,1
666060,0,0,1
666070,0,0,1
666080,0,0,1
666090,1,1,1
666100,0,0,1
666110,0,1,1
666120,0,1,1
666140,0,0,1
666160,1,1,1
666220,1,1,1
666250,0,0,1
666260,0,0,1
666290,0,0,1
666310,0,0,1
666320,0,1,1
666330,0,0,1
666340,0,0,1
666560,0,0,1
666570,0,1,1
666590,1,1,1
666600,0,0,1
666610,0,0,1
666620,0,1,1
666630,0,0,1
666660,0,1,1
666730,0,0,1
666760,0,0,1
666790,0,0,1
666800,0,0,1
666810,0,1,1
666820,1,1,1
666850,0,0,1
666860,0,0,1
666910,0,0,1
666930,0,0,1
666940,0,0,1
666960,0,0,1
667000,0,0,1
667010,0,0,1
667040,0,1,1
667050,0,0,1
667060,0,0,1
667120,0,0,1
667130,1,1,1
667160,0,0,1
667170,1,0,1
667210,0,0,1
667220,0,1,1
667240,0,0,1
667300,0,0,1
667310,0,0,1
667340,0,0,1
667360,0,0,1
667410,1,1,1
667420,0,0,1
667510,0,0,1
667520,1,1,1
667530,0,0,1
667600,1,1,1
667620,0,0,1
667660,1,1,1
667670,0,0,1
667690,0,1,1
667720,0,0,1
667760,0,0,1
667770,0,0,1
667780,0,0,1
667790,0,0,1
667800,0,0,1
667810,0,1,1
667820,0,0,1
667840,0,0,1
667870,1,1,1
667880,0,0,1
667890,1,1,1
667900,0,0,1
667920,0,0,1
667930,0,0,1
667970,0,0,1
668010,0,0,1
668170,0,0,1
668190,0,1,1
668200,1,1,1
668210,0,1,1
668220,0,0,1
668230,1,1,1
668280,0,1,1
668300,0,0,1
668350,1,1,1
668430,0,0,1
668510,0,0,1
668520,0,0,1
668560,0,0,1
668570,0,0,1
668590,1,1,1
668610,0,0,1
668630,0,0,1
668670,0,0,1
668680,1,1,1
668730,0,0,1
668770,0,0,1
668780,0,1,1
668790,0,0,1
668800,0,1,1
668830,0,0,1
668840,0,0,1
668850,0,0,1
668890,0,0,1
668970,0,0,1
668980,1,1,1
669000,0,0,1
669050,1,1,1
669310,1,1,1
669320,0,0,1
669340,0,1,1
669350,1,1,1
669360,0,0,1
669380,0,0,1
669390,0,1,1
669410,0,0,1
669440,0,0,1
669490,1,0,1
669500,0,0,1
669520,0,1,1
669570,0,0,1
669580,0,1,1
669600,0,0,1
669630,0,0,1
669650,0,1,1
669660,0,1,1
669700,0,1,1
669730,0,0,1
669740,0,0,1
669750,0,0,1
669760,0,0,1
669770,0,0,1
669830,1,0,1
669910,0,1,1
669930,0,1,1
669960,0,0,1
669990,0,0,1
670020,0,0,1
670080,0,1,1
670090,0,1,1
670100,0,1,1
670130,0,0,1
670160,0,0,1
670180,0,1,1
670210,0,1,1
670230,0,0,1
670240,0,0,1
670260,1,0,1
670270,0,0,1
670280,1,0,1
670290,0,0,1
670320,0,1,1
670330,0,0,1
670340,0,0,1
670350,1,1,1
670410,1,1,1
670430,0,0,1
670440,0,0,1
670490,0,1,1
670500,0,1,1
670610,0,0,1
670620,0,0,1
670630,0,1,1
670730,0,0,1
670750,1,1,1
670780,0,1,1
670820,0,0,1
670830,0,0,1
670850,0,0,1
670910,0,0,1
670930,0,0,1
670940,0,0,1
670950,0,0,1
671050,0,0,1
671090,0,0,1
671120,0,0,1
671150,1,0,1
671170,1,1,1
671180,0,0,1
671200,0,0,1
671230,1,1,1
671240,0,0,1
671260,1,0,1
671270,0,0,1
671290,0,0,1
671310,0,0,1
671330,0,0,1
671370,1,1,1
671390,1,1,1
671440,1,1,1
671470,0,0,1
671490,0,0,1
671510,0,0,1
671540,0,1,1
671550,0,0,1
671560,0,0,1
671580,0,1,1
671620,0,0,1
671650,0,0,1
671670,0,0,1
671690,0,0,1
671700,1,1,1
671720,0,0,1
671740,0,0,1
671750,0,0,1
671800,0,0,1
671810,1,1,1
671840,0,0,1
671850,0,0,1
671880,0,0,1
671900,0,0,1
671920,0,1,1
671940,0,0,1
671980,1,1,1
672000,0,0,1
672010,0,1,1
672020,0,0,1
672030,0,0,1
672040,0,0,1
672050,0,0,1
672080,0,0,1
672100,0,0,1
672130,0,0,1
672140,1,1,1
672160,0,0,1
672180,0,0,1
672190,0,0,1
672230,0,0,1
672240,0,0,1
672250,1,1,1
672260,0,0,1
672280,0,0,1
672290,0,0,1
672300,0,0,1
672310,1,1,1
672320,0,0,1
672360,0,0,1
672380,0,0,1
672410,0,0,1
672450,0,0,1
672460,0,0,1
672490,0,0,1
672570,0,0,1
672590,0,1,1
672630,0,1,1
672640,0,0,1
672650,0,0,1
672670,0,0,1
672680,0,1,1
672690,0,0,1
672710,0,0,1
672720,0,0,1
672730,0,0,1
672770,0,0,1
672790,0,0,1
672860,0,0,1
672880,1,1,1
672910,0,0,1
672920,0,0,1
672940,1,1,1
672960,0,0,1
672970,0,1,1
673000,0,1,1
673010,0,0,1
673040,0,0,1
673050,0,0,1
673060,0,0,1
673070,0,0,1
673130,0,0,1
673140,0,0,1
673190,0,0,1
673210,0,0,1
673220,0,1,1
673230,1,0,1
673250,0,0,1
673260,0,1,1
673280,0,1,1
673300,0,0,1
673310,0,0,1
673360,0,0,1
673430,0,0,1
673450,0,0,1
673480,1,1,1
673530,1,1,1
673540,0,0,1
673550,1,0,1
673560,0,0,1
673570,0,0,1
673580,0,0,1
673590,0,0,1
673600,0,0,1
673610,0,1,1
673620,0,0,1
673630,0,1,1
673660,0,0,1
673720,0,0,1
673740,0,0,1
673750,0,0,1
673770,0,0,1
673800,0,0,1
673820,0,0,1
673830,0,0,1
673840,0,0,1
673850,0,0,1
673870,0,1,1
673880,1,1,1
673900,0,0,1
673920,0,0,1
673940,0,0,1
673950,1,1,1
673970,0,0,1
673980,0,0,1
674020,0,0,1
674120,0,0,1
674130,0,1,1
674150,0,0,1
674160,0,0,1
674170,0,0,1
674180,0,0,1
674190,0,1,1
674210,0,0,1
674220,0,0,1
674230,0,0,1
674250,0,0,1
674310,0,0,1
674330,0,1,1
674360,1,0,1
674370,0,0,1
674380,1,0,1
674390,0,0,1
674400,0,0,1
674420,0,0,1
674440,1,1,1
674450,0,0,1
674520,0,0,1
674530,0,0,1
674550,0,0,1
674570,0,0,1
674580,1,1,1
674630,0,0,1
674750,0,0,1
674800,0,0,1
674840,0,0,1
674850,0,0,1
674860,1,1,1
674890,0,0,1
674900,0,0,1
674910,0,0,1
674940,0,1,1
674960,0,0,1
674980,0,0,1
675010,0,0,1
675030,0,0,1
675040,0,0,1
675120,0,0,1
675130,0,0,1
675140,0,0,1
675160,0,0,1
675170,0,0,1
675180,1,1,1
675210,0,0,1
675220,0,0,1
675230,0,0,1
675240,1,1,1
675260,0,1,1
675360,0,0,1
675370,0,0,1
675480,0,0,1
675490,0,0,1
675510,0,0,1
675530,1,1,1
675560,0,0,1
675620,0,0,1
675630,0,0,1
675640,0,0,1
675660,1,1,1
675680,0,0,1
675720,0,0,1
675730,0,0,1
675830,0,0,1
675870,0,1,1
675890,1,1,1
675910,1,1,1
675940,0,0,1
675950,0,1,1
675960,0,0,1
675980,0,0,1
675990,1,0,1
676000,1,0,1
676070,0,0,1
676090,0,0,1
676120,0,0,1
676130,1,1,1
676170,0,0,1
676180,0,0,1
676210,0,0,1
676240,0,0,1
676310,0,0,1
676320,0,0,1
676340,0,0,1
676410,0,1,1
676420,1,1,1
676430,1,1,1
676440,1,0,1
676450,0,1,1
676460,0,0,1
676470,0,0,1
676480,1,1,1
676490,0,0,1
676500,0,1,1
676520,0,0,1
676550,0,0,1
676570,0,0,1
676580,0,0,1
676620,0,1,1
676630,0,1,1
676660,0,0,1
676680,0,0,1
676690,0,0,1
676700,1,1,1
676720,0,1,1
